building_type,area_sqm,floors,location,quality_grade,foundation_type,roof_type,has_basement,has_elevator,has_parking,labor_rate,material_cost_index,total_cost
Residential,2199.243915091444,47,Suburban,Luxury,Slab,Flat,1,1,0,23.62881986715477,1.2065159978581463,17979211.545588486
Commercial,6148.711789624818,15,Urban,Luxury,Pile,Flat,1,1,1,22.360930255861973,1.0716931567015746,27330369.977867067
Commercial,4169.181851086377,41,Urban,Luxury,Pile,Pitched,1,1,0,35.8193268692718,0.91953219841527,36922372.906688586
Residential,8414.626898380531,19,Rural,Standard,Slab,Dome,1,0,1,32.08356602139485,0.9587859716278466,9882536.878240729
Commercial,9010.22892164031,26,Rural,Premium,Slab,Flat,0,1,1,37.6643081046867,1.2028507129283414,30293817.67313087
Residential,3598.8716550969093,29,Suburban,Standard,Concrete,Pitched,1,1,0,22.676665041717158,1.0964071634298547,9361877.555412395
Commercial,2445.0185338473725,22,Urban,Standard,Pile,Flat,0,0,1,32.929491885417754,1.1604492562024704,6549084.203326499
Residential,7827.202600914232,40,Suburban,Standard,Pile,Flat,1,0,0,25.24360145135474,0.9194742047115636,17522410.276230495
Residential,2820.5797519265475,21,Rural,Standard,Pile,Pitched,1,1,0,49.6130025777235,1.2640343766411961,4353107.473112709
Residential,8243.881753285415,38,Rural,Standard,Slab,Pitched,1,1,0,36.834506373055234,1.3967771185991769,21178398.119990908
Commercial,4295.008711122752,20,Suburban,Premium,Concrete,Flat,0,0,1,40.62310582822602,0.9805576547508305,12757308.63775637
Commercial,6708.744002985558,29,Rural,Luxury,Pile,Flat,1,0,0,29.762548420478232,1.1440599580822786,31010526.904372487
Commercial,1045.799606963215,4,Suburban,Standard,Slab,Pitched,1,1,0,22.842167443380326,1.4828691303146313,1600800.7539429395
Residential,6276.207314298073,7,Urban,Standard,Pile,Flat,1,1,1,49.2761258835061,1.0332692183855094,6031139.811111769
Commercial,4572.500019498569,28,Suburban,Premium,Concrete,Flat,0,0,1,28.587771061495495,1.216532441446633,18661825.459333852
Commercial,5907.423785437194,28,Urban,Premium,Pile,Pitched,1,1,1,32.71424555520723,0.8631369901401711,25136702.449006118
Residential,1763.3406566741478,4,Urban,Luxury,Concrete,Flat,1,0,1,39.49591765107725,1.2242105017356102,4454945.529404319
Industrial,7395.050074947403,22,Rural,Premium,Concrete,Flat,0,1,1,20.740918930583337,0.8627422413132326,14692245.324555036
Residential,8641.691067677963,12,Rural,Luxury,Pile,Dome,0,0,1,44.30777391551861,1.4714648047266754,21482222.139102735
Commercial,2245.724020898679,45,Rural,Standard,Pile,Pitched,1,0,0,36.09734570085861,1.3009638564506179,7466729.593892023
Residential,1047.574099649601,3,Suburban,Standard,Concrete,Dome,1,1,1,28.346515612064664,1.3517118516949944,949555.9809138607
Industrial,334.02200185873033,22,Suburban,Luxury,Slab,Dome,1,1,0,21.84823955877408,1.2928730525401457,1637009.3232314088
Residential,6455.517854388333,44,Rural,Premium,Concrete,Dome,0,0,1,24.874952464233242,1.212810325253526,19773962.075933788
Commercial,6110.23095727893,2,Suburban,Luxury,Pile,Flat,0,1,0,46.85101576560311,1.1149389467598538,9618179.34968701
Industrial,5512.304385869294,24,Rural,Premium,Pile,Flat,0,1,0,40.58072671807673,1.4008613658327436,16531567.067581888
Commercial,2396.276251548157,34,Suburban,Standard,Slab,Dome,1,1,1,27.497051649106695,1.4697849672801442,10825747.714961896
Industrial,3969.969359464595,27,Urban,Premium,Concrete,Dome,0,0,1,21.968022948350885,1.149325321032857,16955124.4684902
Industrial,5985.315718343113,41,Urban,Luxury,Concrete,Dome,1,1,0,40.71845937159909,1.4520745344086834,59411710.89759319
Residential,5017.991902705777,1,Rural,Luxury,Concrete,Flat,0,1,1,37.172231779032956,1.2083330369919623,5889369.848034636
Residential,9879.076650127385,8,Suburban,Standard,Pile,Dome,0,0,1,32.13558573374705,1.1768689308275033,10806115.217070285
Commercial,1450.753550311658,23,Suburban,Premium,Concrete,Dome,0,1,0,30.908343475701916,1.1181379130687497,5176881.558785996
Residential,6981.931085071178,38,Urban,Premium,Slab,Pitched,1,1,0,26.50442827787325,0.9465014330710839,32862666.929847665
Residential,4102.755804232493,6,Urban,Premium,Pile,Pitched,1,0,0,40.08833769612553,0.8026037625726414,5258627.066858104
Industrial,4339.176187763586,22,Rural,Standard,Pile,Flat,1,0,1,49.12004083381612,0.969054358799243,5419019.019020533
Residential,7204.2178800159445,25,Urban,Premium,Concrete,Pitched,1,1,1,25.271457375104774,1.1568062201224956,28866327.29793205
Industrial,6955.11789811126,18,Rural,Luxury,Slab,Pitched,0,1,1,37.913498600465104,1.0659719665818268,20900979.98732656
Industrial,9913.434337651664,17,Urban,Premium,Pile,Pitched,1,0,1,32.72555167237928,1.1139396596018436,34956726.555370346
Industrial,1371.10346559584,12,Urban,Standard,Pile,Flat,0,0,0,33.40066165233995,1.4864537536948346,3069057.7584147477
Commercial,1130.6855289032467,6,Suburban,Premium,Concrete,Pitched,1,1,1,27.624418403834433,1.0451906594685294,1986264.150341401
Commercial,7270.954289574537,26,Urban,Premium,Concrete,Flat,1,1,0,44.754046269842576,1.1165280575520755,38538842.33717641
Commercial,5826.03047836345,27,Urban,Luxury,Slab,Dome,0,1,1,34.55766812441723,0.8934608859469737,34115225.60226322
Industrial,2814.190598942078,8,Rural,Premium,Concrete,Pitched,0,0,1,36.30217556594792,0.8335704127058914,2875504.27335465
Commercial,886.2517529909674,19,Urban,Luxury,Slab,Flat,1,1,0,29.142827383919773,1.3427866602147462,5955656.163871942
Commercial,948.0166710046623,42,Rural,Luxury,Pile,Pitched,1,0,1,25.454253970008494,1.199478222550385,6421668.45296066
Residential,8952.489659174771,1,Urban,Standard,Slab,Dome,0,0,1,22.577311646084613,1.3324933642307264,6957161.306170149
Commercial,1999.4865147155547,29,Urban,Luxury,Slab,Flat,0,0,0,41.42357422774748,0.9049039592205862,10816103.61756387
Commercial,3301.3784649436557,45,Rural,Luxury,Slab,Flat,0,1,1,25.88702845063567,1.2002801398278837,22200447.858134624
Industrial,2343.8983820471813,49,Suburban,Standard,Pile,Flat,0,1,0,40.70226062566393,0.9775497320389629,7142144.596846704
Industrial,3614.4634277361793,35,Rural,Luxury,Concrete,Dome,0,1,0,31.711293381408616,0.959643271830014,16176254.44121994
Industrial,787.2960431863244,40,Rural,Standard,Pile,Dome,1,0,0,32.473244029689546,0.8080682098370897,1609436.8954688038
Industrial,5238.691929991876,14,Rural,Premium,Concrete,Dome,1,1,0,34.07532488278315,0.8912385064983503,6643801.06548838
Industrial,769.3643795629275,35,Suburban,Standard,Slab,Flat,1,0,1,31.031255243826294,1.0164876780497867,1848102.7815530307
Industrial,8023.529427441379,48,Urban,Luxury,Slab,Dome,1,0,1,23.0185993166777,0.8818151324136574,55905034.80584678
Commercial,2413.749610913287,45,Rural,Standard,Slab,Pitched,0,0,1,29.288954300085372,1.4901009082876562,9820206.35898865
Industrial,5446.117954584654,20,Rural,Luxury,Slab,Dome,0,0,0,39.91203082081815,1.0160428539667654,15072109.243982956
Industrial,8812.782966858436,49,Suburban,Premium,Slab,Flat,0,0,1,39.97353204406613,0.8912267626916297,34145522.18019323
Residential,6543.685953567222,13,Rural,Standard,Concrete,Pitched,1,0,1,28.58672921719983,0.9393576189795705,6637172.229416477
Commercial,5376.282086858219,38,Urban,Premium,Concrete,Dome,0,1,1,33.80307879673064,1.2113922598390334,38257446.85319399
Commercial,3310.9041558422186,49,Suburban,Luxury,Slab,Pitched,0,0,1,25.803416840358125,0.844830466705352,21138093.626653105
Commercial,3396.7189392761593,46,Urban,Luxury,Pile,Pitched,1,1,0,26.31116244589507,1.4037038910988098,44983364.44162407
Industrial,6727.920856462082,49,Urban,Premium,Pile,Flat,1,0,0,20.691412652198224,1.473049775466003,58244277.66326705
Industrial,9941.979676089559,8,Suburban,Standard,Slab,Pitched,1,1,1,46.90239649723234,0.9727231944671666,8416806.411075056
Industrial,6652.207979508848,43,Rural,Standard,Concrete,Pitched,0,1,0,26.321199952247184,1.1150666880136015,17838160.266886685
Residential,5622.055831963246,20,Urban,Luxury,Pile,Flat,0,1,1,26.826016308093898,0.815494115720648,16784088.17199479
Industrial,7333.440051368536,33,Urban,Premium,Pile,Flat,1,1,1,28.388042979353955,1.248497157309055,38892001.295862585
Residential,4705.53556160881,26,Urban,Premium,Pile,Flat,1,0,1,23.82224215086287,1.0897482406368122,19746590.735872835
Commercial,695.4091917477737,39,Urban,Standard,Slab,Pitched,0,0,0,39.17788649544089,0.9890409262710891,2804703.245788863
Industrial,5666.738477191307,21,Suburban,Standard,Pile,Pitched,1,0,1,22.254288595327598,0.944785977431626,12160765.895540157
Residential,9580.490316603264,49,Suburban,Standard,Pile,Pitched,0,0,0,24.026072789790508,1.2578161543611324,38516690.32678843
Residential,1835.4991293408305,42,Urban,Premium,Pile,Flat,1,1,0,39.34270179770279,1.0913519217226202,9486539.36235161
Industrial,6931.0484191245905,43,Rural,Standard,Pile,Dome,1,1,1,30.189818614443283,0.9257615023209385,15011299.82563751
Commercial,2089.243517724659,41,Urban,Standard,Concrete,Pitched,1,1,0,41.23843480103567,1.282376357040777,10956698.628704451
Commercial,5404.694076283505,9,Rural,Luxury,Slab,Dome,0,0,0,36.72274234010426,1.1955505981256855,11916934.847671952
Commercial,1057.0968515025243,24,Urban,Standard,Slab,Flat,0,1,1,27.68063519184539,1.4010704384506472,4171426.107282787
Residential,4558.672268956033,37,Rural,Standard,Concrete,Pitched,1,0,0,39.52483851467984,0.882233129213545,6717396.396793903
Residential,7586.0169560629365,49,Urban,Premium,Concrete,Dome,0,1,0,23.48821040878642,1.3499666213611192,59635865.7343996
Residential,3540.9580899659227,41,Rural,Premium,Slab,Pitched,1,1,1,36.09231149240091,1.2714617507720813,15336097.674454642
Residential,6682.626072423458,17,Urban,Luxury,Pile,Pitched,1,1,1,33.11444315135104,0.8805076557796685,22150421.712496348
Commercial,7974.954611818319,24,Urban,Standard,Pile,Pitched,0,1,0,28.036207484523224,1.2863745109102045,24816287.689989872
Industrial,9279.060412846582,21,Rural,Luxury,Slab,Dome,0,1,1,38.120149932185,1.1090831022158814,30222709.624434292
Residential,2422.95661036899,39,Suburban,Premium,Pile,Flat,0,0,1,46.14000777020848,1.4614893498890902,14998423.173159169
Residential,4053.2275665121506,41,Rural,Luxury,Concrete,Pitched,0,1,0,49.9671409928923,0.8991279454325296,13997225.655125225
Commercial,1608.9185319711326,39,Suburban,Premium,Pile,Flat,1,0,0,38.23288306230273,1.2499833735710166,9192822.475569062
Industrial,9925.586671367915,13,Urban,Luxury,Pile,Flat,0,0,1,32.14117622987511,1.0673860318240622,35143780.66270585
Industrial,9277.309582450524,11,Rural,Luxury,Pile,Dome,0,0,0,26.75621300648605,1.4697702694136145,22756573.04915671
Commercial,5445.57558977754,46,Rural,Standard,Slab,Dome,1,0,1,27.71288268185335,1.0309824267031935,17101116.0871772
Commercial,8436.12961432657,19,Rural,Luxury,Concrete,Flat,1,0,1,34.383649344492966,1.4735301366442601,46079047.927718535
Industrial,5257.483974993218,11,Suburban,Standard,Pile,Pitched,1,0,0,31.018331038421277,1.4310400957705243,8327166.805914856
Residential,6273.498311227321,13,Suburban,Standard,Slab,Dome,1,0,0,47.414435678748326,0.9892682647174594,8651351.390683752
Industrial,982.3318779485645,46,Urban,Standard,Pile,Pitched,0,0,1,31.048864029671286,1.3624792437784994,4876261.59998653
Commercial,7577.177162918399,45,Suburban,Standard,Concrete,Pitched,0,1,1,31.203337734363064,1.4969229412624543,37824616.80935317
Residential,1364.3634879888248,1,Suburban,Luxury,Pile,Pitched,1,1,1,31.50603537301931,0.9768641015198977,1714909.56176396
Residential,8278.069539500031,40,Urban,Premium,Concrete,Flat,1,0,1,45.09860631102974,1.1057440185263239,44590266.22674461
Commercial,7842.07806793682,44,Rural,Premium,Pile,Pitched,0,0,0,39.52364962540706,1.1641265155967317,38502749.14971722
Commercial,7116.572507655466,19,Rural,Premium,Concrete,Flat,0,0,1,38.42506550956678,1.006451795062705,15255225.636092935
Commercial,457.98776719514495,12,Urban,Luxury,Pile,Flat,0,1,0,30.024290671515864,0.8106853877522209,1325658.2446598855
Industrial,3100.9707238587534,8,Rural,Standard,Concrete,Pitched,0,1,0,44.53712530497319,0.9540904709382687,1914487.6262414989
Industrial,2704.8144421173442,8,Suburban,Premium,Pile,Pitched,0,0,1,21.150915840671033,0.997355819039231,4175539.809529323
Residential,3665.350433968039,45,Urban,Luxury,Pile,Pitched,1,0,0,46.12391517014339,1.110519790922731,31867481.961738568
Commercial,967.6631929620015,12,Urban,Standard,Slab,Pitched,1,1,0,35.38249699381789,0.9197717348893814,1360157.1321080464
Residential,9375.882448007522,48,Urban,Premium,Slab,Flat,1,1,1,31.947507045902384,1.4112780496841708,73094813.06209378
Residential,5582.642183052525,33,Rural,Standard,Concrete,Pitched,1,0,0,34.91501842153057,1.2934377929119352,11900168.222522063
Residential,3124.690675514433,45,Urban,Premium,Pile,Pitched,0,0,0,40.02246591601494,0.8596403342917635,11287110.686317755
Residential,4030.117019035406,26,Urban,Premium,Concrete,Flat,1,0,1,20.38296279553692,1.255064715797952,13948526.555123275
Commercial,4527.305150997873,39,Urban,Premium,Slab,Dome,0,0,1,46.14655569374743,1.2575595334839342,29361474.276471786
Residential,6045.883900270112,28,Rural,Standard,Concrete,Dome,0,1,1,33.40218575934178,1.4693548215505394,13842404.040889077
Commercial,5205.226334195328,5,Suburban,Luxury,Concrete,Flat,0,1,1,30.288995591002347,0.8021146099493129,9536506.450535668
Commercial,9201.980534822731,8,Urban,Standard,Slab,Dome,0,0,1,24.14736696902171,0.973552714864065,10875891.62138442
Industrial,5019.93848076772,25,Suburban,Premium,Pile,Flat,0,0,1,33.18396123075326,1.4494540355627208,22061027.75830232
Commercial,9922.364346750795,27,Rural,Standard,Concrete,Pitched,0,0,1,34.88968313853137,1.4524937407787981,28904824.984617397
Industrial,8529.107081676448,46,Rural,Luxury,Slab,Pitched,0,1,0,32.10940083480433,1.304410493559446,65912787.0064716
Commercial,2164.2540921376244,23,Rural,Standard,Pile,Dome,1,0,0,40.35980281480691,1.336034324733278,5507440.467888937
Commercial,9312.892624974771,30,Rural,Luxury,Slab,Pitched,0,0,1,32.62689586277678,0.864038070550753,36290004.22707818
Commercial,1252.0273390662132,45,Suburban,Luxury,Concrete,Dome,1,0,0,48.8425273353972,1.1597130843447636,11663129.325839195
Industrial,8192.752114062798,47,Urban,Standard,Pile,Dome,1,1,0,37.97832553470776,0.9621080939022997,29105990.47542887
Industrial,3868.1706054181427,23,Rural,Premium,Pile,Pitched,0,0,1,44.22433806955727,0.9268526305295322,7508549.3169977395
Residential,8791.945772406189,49,Rural,Luxury,Slab,Pitched,0,1,0,23.280677093284364,1.3672123093863329,64965478.14175472
